CustomerID,PersonID,StoreID,TerritoryID,SalesPersonID
401,,368.0,1,281.0
402,,460.0,4,276.0
403,,1108.0,4,281.0
404,,366.0,5,279.0
405,,462.0,5,279.0
406,,1106.0,6,282.0
407,,380.0,6,282.0
408,,464.0,6,278.0
409,,1104.0,7,290.0
410,,378.0,8,288.0
411,,690.0,9,286.0
412,,1102.0,10,289.0
413,,404.0,2,275.0
414,,692.0,2,275.0
415,,674.0,1,280.0
416,,402.0,1,283.0
417,,694.0,4,277.0
418,,672.0,3,277.0
419,,400.0,4,281.0
420,,696.0,4,276.0
421,,670.0,4,281.0
422,,1164.0,5,279.0
423,,698.0,5,279.0
424,,510.0,6,282.0
425,,1162.0,6,282.0
426,,562.0,6,278.0
427,,508.0,7,290.0
428,,1160.0,8,288.0
429,,564.0,9,286.0
430,,602.0,10,289.0
431,,392.0,3,275.0
432,,846.0,2,275.0
433,,600.0,1,280.0
434,,390.0,1,283.0
435,,848.0,4,277.0
436,,598.0,4,277.0
437,,570.0,4,281.0
438,,388.0,1,276.0
439,,850.0,4,281.0
440,,568.0,5,279.0
441,,364.0,5,279.0
442,,852.0,6,282.0
443,,566.0,6,282.0
444,,428.0,6,278.0
445,,854.0,7,290.0
446,,1926.0,8,288.0
447,,426.0,9,286.0
448,,856.0,10,289.0
449,,1924.0,5,275.0
450,,424.0,2,275.0
451,,858.0,1,280.0
452,,1922.0,1,283.0
453,,926.0,3,277.0
454,,860.0,3,277.0
455,,1920.0,4,281.0
456,,924.0,4,276.0
457,,862.0,4,281.0
458,,1918.0,5,279.0
459,,922.0,5,279.0
460,,864.0,6,282.0
461,,1916.0,6,282.0
462,,920.0,6,278.0
463,,866.0,7,290.0
464,,1914.0,8,288.0
465,,918.0,9,286.0
466,,868.0,10,289.0
467,,1912.0,5,275.0
468,,916.0,3,275.0
469,,870.0,1,280.0
470,,1910.0,1,283.0
471,,914.0,4,277.0
472,,872.0,3,277.0
473,,1204.0,4,281.0
474,,912.0,4,276.0
475,,874.0,4,281.0
476,,1202.0,5,279.0
477,,910.0,5,279.0
478,,1828.0,6,282.0
479,,1200.0,6,282.0
480,,908.0,6,278.0
481,,1830.0,7,290.0
482,,1198.0,8,288.0
483,,906.0,9,286.0
484,,1832.0,10,289.0
485,,306.0,5,275.0
486,,904.0,2,275.0
487,,1834.0,1,280.0
488,,304.0,1,283.0
489,,902.0,4,277.0
490,,1836.0,4,277.0
491,,302.0,4,281.0
492,,900.0,4,276.0
493,,1838.0,4,281.0
494,,326.0,5,279.0
495,,898.0,5,279.0
496,,1840.0,6,282.0
497,,324.0,6,282.0
498,,896.0,6,278.0
499,,1842.0,7,290.0
500,,322.0,8,288.0
501,,894.0,9,286.0
502,,1844.0,10,289.0
503,,320.0,2,275.0
504,,488.0,3,275.0
505,,1846.0,1,280.0
506,,318.0,1,283.0
507,,486.0,4,277.0
508,,1848.0,4,277.0
509,,316.0,4,281.0
510,,484.0,4,276.0
511,,1850.0,4,281.0
512,,352.0,5,279.0
513,,1468.0,5,279.0
514,,592.0,6,282.0
515,,1908.0,6,282.0
516,,1466.0,6,278.0
517,,594.0,7,290.0
518,,1906.0,8,288.0
519,,1464.0,9,286.0
520,,596.0,10,289.0
521,,1904.0,2,275.0
522,,1462.0,2,275.0
523,,954.0,3,281.0
524,,1902.0,5,279.0
525,,1460.0,5,279.0
526,,956.0,6,282.0
527,,1900.0,3,281.0
528,,1458.0,4,276.0
529,,958.0,4,281.0
530,,1898.0,5,279.0
531,,1456.0,5,279.0
532,,960.0,6,282.0
533,,1896.0,6,282.0
534,,1454.0,6,278.0
535,,962.0,7,290.0
536,,1250.0,8,288.0
537,,1452.0,9,286.0
538,,534.0,10,289.0
539,,1248.0,2,275.0
540,,1450.0,2,275.0
541,,536.0,1,280.0
542,,1246.0,1,283.0
543,,1448.0,3,277.0
544,,308.0,3,277.0
545,,1244.0,4,281.0
546,,1242.0,3,276.0
547,,1446.0,4,281.0
548,,310.0,5,279.0
549,,1240.0,5,279.0
550,,1444.0,6,282.0
551,,312.0,6,282.0
552,,1238.0,6,278.0
553,,1442.0,7,290.0
554,,314.0,8,288.0
555,,350.0,9,286.0
556,,1440.0,10,289.0
557,,328.0,2,275.0
558,,344.0,2,275.0
559,,1438.0,1,280.0
560,,330.0,1,283.0
561,,342.0,4,277.0
562,,1436.0,3,277.0
563,,338.0,4,281.0
564,,336.0,1,276.0
565,,458.0,4,281.0
566,,340.0,5,279.0
567,,334.0,5,279.0
568,,1112.0,6,282.0
569,,346.0,6,282.0
570,,332.0,6,278.0
571,,1114.0,7,290.0
572,,876.0,8,288.0
573,,300.0,9,286.0
574,,1116.0,10,289.0
575,,878.0,2,275.0
576,,298.0,2,275.0
577,,1118.0,1,280.0
578,,880.0,1,283.0
579,,296.0,3,277.0
580,,1120.0,4,277.0
581,,882.0,4,281.0
582,,294.0,4,276.0
583,,1796.0,4,281.0
584,,884.0,5,279.0
585,,292.0,5,279.0
586,,1798.0,6,282.0
587,,886.0,6,282.0
588,,668.0,6,278.0
589,,1800.0,7,290.0
590,,888.0,8,288.0
591,,666.0,9,286.0
592,,1802.0,10,289.0
593,,890.0,2,275.0
594,,664.0,2,275.0
595,,1804.0,1,280.0
596,,892.0,1,283.0
597,,1100.0,4,277.0
598,,1806.0,3,277.0
599,,652.0,4,281.0
600,,1098.0,4,276.0
601,,1808.0,1,281.0
602,,654.0,5,279.0
603,,1096.0,5,279.0
604,,1810.0,1,280.0
605,,656.0,1,283.0
606,,1094.0,3,277.0
607,,1812.0,4,277.0
608,,478.0,4,281.0
609,,1092.0,4,276.0
610,,1814.0,4,281.0
611,,480.0,5,279.0
612,,1090.0,5,279.0
613,,1816.0,6,278.0
614,,482.0,7,290.0
615,,1088.0,8,288.0
616,,1818.0,9,286.0
617,,1122.0,10,289.0
618,,1086.0,2,275.0
619,,1820.0,2,275.0
620,,1124.0,1,280.0
621,,1084.0,1,283.0
622,,1822.0,3,277.0
623,,1126.0,3,277.0
624,,1082.0,4,281.0
625,,1824.0,4,276.0
626,,1128.0,1,281.0
627,,1080.0,5,279.0
628,,1826.0,5,279.0
629,,1130.0,6,282.0
630,,1078.0,6,282.0
631,,1364.0,6,278.0
632,,1958.0,7,290.0
633,,1076.0,8,288.0
634,,1366.0,9,286.0
635,,1960.0,10,289.0
636,,1074.0,2,275.0
637,,1368.0,6,278.0
638,,1962.0,7,290.0
639,,1072.0,8,288.0
640,,1370.0,9,286.0
641,,1964.0,10,289.0
642,,1070.0,2,275.0
643,,1372.0,3,275.0
644,,1966.0,1,280.0
645,,1068.0,1,283.0
646,,1374.0,3,277.0
647,,1968.0,4,277.0
648,,1066.0,4,281.0
649,,1376.0,4,276.0
650,,1970.0,1,281.0
651,,1064.0,5,279.0
652,,1378.0,5,279.0
653,,1972.0,6,282.0
654,,1062.0,6,282.0
655,,1060.0,6,278.0
656,,1380.0,7,290.0
657,,1974.0,8,288.0
658,,1058.0,9,286.0
659,,1382.0,10,289.0
660,,1976.0,3,275.0
661,,1056.0,6,278.0
662,,1384.0,7,290.0
663,,420.0,8,288.0
664,,1054.0,9,286.0
665,,1386.0,10,289.0
666,,422.0,2,275.0
667,,1052.0,2,275.0
668,,1388.0,1,280.0
669,,822.0,1,283.0
670,,1050.0,3,277.0
671,,1390.0,4,277.0
672,,824.0,1,281.0
673,,1048.0,1,276.0
674,,1392.0,4,281.0
675,,826.0,5,279.0
676,,1046.0,5,279.0
677,,1394.0,6,282.0
678,,828.0,6,282.0
679,,1044.0,6,278.0
680,,1396.0,7,290.0
681,,830.0,8,288.0
682,,1042.0,9,286.0
683,,1398.0,10,289.0
684,,832.0,2,275.0
685,,1040.0,6,278.0
686,,1400.0,7,290.0
687,,834.0,8,288.0
688,,1038.0,9,286.0
689,,1402.0,10,289.0
690,,836.0,2,275.0
691,,1036.0,2,275.0
692,,802.0,1,280.0
693,,838.0,1,283.0
694,,1034.0,3,277.0
695,,638.0,3,277.0
696,,840.0,1,281.0
697,,1032.0,1,276.0
698,,640.0,1,281.0
699,,842.0,5,279.0
700,,1030.0,5,279.0
701,,844.0,6,282.0
11000,13531.0,,9,
11001,5454.0,,9,
11002,11269.0,,9,
11003,11358.0,,9,
11004,11901.0,,9,
11005,6990.0,,9,
11006,6229.0,,9,
11007,3878.0,,9,
11008,14673.0,,9,
11009,20229.0,,9,
11010,6377.0,,9,
11011,18258.0,,9,
11012,11663.0,,1,
11013,13873.0,,1,
11014,2868.0,,1,
11015,10963.0,,4,
11016,3800.0,,4,
11017,2521.0,,9,
11018,7394.0,,9,
11019,5132.0,,6,
11020,17128.0,,6,
11021,11489.0,,1,
11022,6522.0,,1,
11023,4373.0,,4,
11024,16843.0,,4,
11025,12565.0,,9,
11026,2857.0,,9,
11027,5526.0,,9,
11028,15088.0,,9,
11029,15638.0,,9,
11030,17272.0,,9,
11031,13917.0,,9,
11032,16240.0,,9,
11033,9475.0,,9,
11034,9657.0,,9,
11035,13948.0,,9,
11036,20539.0,,4,
11037,11014.0,,6,
11038,18643.0,,9,
11039,15676.0,,9,
11040,15080.0,,1,
11041,9940.0,,4,
11042,19075.0,,4,
11043,5960.0,,4,
11044,5244.0,,9,
11045,5225.0,,9,
11046,19870.0,,9,
11047,12928.0,,9,
11048,13513.0,,9,
11049,8749.0,,4,
11050,17337.0,,9,
11051,18655.0,,9,
11052,15276.0,,9,
11053,7430.0,,4,
11054,9790.0,,9,
11055,9489.0,,9,
11056,8428.0,,9,
11057,16962.0,,9,
11058,15681.0,,9,
11059,8960.0,,9,
11060,13542.0,,9,
11061,18220.0,,9,
11062,6096.0,,1,
11063,8821.0,,1,
11064,15436.0,,4,
11065,3510.0,,4,
11066,19662.0,,1,
11067,16424.0,,1,
11068,2676.0,,9,
11069,10008.0,,9,
11070,13417.0,,9,
11071,13827.0,,9,
11072,16284.0,,9,
11073,20712.0,,9,
11074,7914.0,,9,
11075,14267.0,,9,
11076,4157.0,,9,
11077,17455.0,,9,
11078,15039.0,,6,
11079,20058.0,,9,
11080,14268.0,,9,
11081,10369.0,,4,
11082,7672.0,,4,
11083,20135.0,,4,
11084,4281.0,,1,
11085,12219.0,,4,
11086,17979.0,,4,
11087,11871.0,,4,
11088,17897.0,,4,
11089,3950.0,,4,
11090,12846.0,,4,
11091,4515.0,,6,
11092,6174.0,,9,
11093,5827.0,,9,
11094,3504.0,,9,
11095,20332.0,,9,
11096,5114.0,,9,
11097,13205.0,,9,
11098,5986.0,,9,
11099,5231.0,,9,
11100,6138.0,,9,
11101,17810.0,,9,
11102,9866.0,,9,
11103,8905.0,,9,
11104,8139.0,,9,
11105,15430.0,,9,
11106,5510.0,,9,
11107,4781.0,,9,
11108,10536.0,,9,
11109,11186.0,,9,
11110,18247.0,,9,
11111,10647.0,,9,
11112,20739.0,,9,
11113,14592.0,,9,
11114,18519.0,,9,
11115,4765.0,,9,
11116,14638.0,,9,
11117,20526.0,,9,
11118,4788.0,,9,
11119,14595.0,,9,
11120,6073.0,,9,
11121,19001.0,,9,
11122,19748.0,,9,
11123,19185.0,,9,
11124,11743.0,,9,
11125,17820.0,,9,
11126,17105.0,,9,
11127,9367.0,,4,
11128,12533.0,,1,
11129,10538.0,,1,
11130,6801.0,,1,
11131,3003.0,,6,
11132,8490.0,,6,
11133,7681.0,,1,
11134,18439.0,,9,
11135,4624.0,,4,
11136,19196.0,,6,
11137,11395.0,,1,
11138,11623.0,,4,
11139,14017.0,,9,
11140,13623.0,,4,
11141,19930.0,,4,
11142,13742.0,,6,
11143,6401.0,,4,
11144,4268.0,,1,
11145,19848.0,,1,
11146,3532.0,,9,
11147,6463.0,,9,
11148,11820.0,,9,
11149,6747.0,,9,
11150,16842.0,,9,
11151,14076.0,,9,
11152,17585.0,,1,
11153,8391.0,,1,
11154,11703.0,,1,
11155,17211.0,,4,
11156,9548.0,,4,
11157,13038.0,,1,
11158,17031.0,,4,
11159,19259.0,,4,
11160,9050.0,,4,
11161,12985.0,,4,
11162,14792.0,,4,
11163,5872.0,,4,
11164,14151.0,,4,
11165,7251.0,,4,
11166,12441.0,,1,
11167,19844.0,,1,
11168,18143.0,,4,
11169,14713.0,,4,
11170,3164.0,,1,
11171,16623.0,,4,
11172,10282.0,,1,
11173,12474.0,,1,
11174,19012.0,,4,
11175,5468.0,,4,
11176,15994.0,,6,
11177,5651.0,,4,
11178,17696.0,,4,
11179,16169.0,,4,
11180,20564.0,,4,
11181,4935.0,,4,
11182,3087.0,,1,
11183,11425.0,,4,
11184,18783.0,,4,
11185,12569.0,,6,
11186,12608.0,,4,
11187,20457.0,,1,
11188,9002.0,,4,
11189,14459.0,,1,
11190,13265.0,,4,
11191,10722.0,,4,
11192,17599.0,,1,
11193,14519.0,,1,
11194,7727.0,,4,
11195,19140.0,,1,
11196,2800.0,,1,
11197,9000.0,,1,
11198,8052.0,,4,
11199,7729.0,,4,
11200,5409.0,,6,
11201,3054.0,,4,
11202,7092.0,,4,
11203,5463.0,,6,
11204,20019.0,,1,
11205,18028.0,,1,
11206,13604.0,,1,
11207,8512.0,,1,
11208,3225.0,,4,
11209,9318.0,,4,
11210,13628.0,,4,
11211,12549.0,,6,
11212,9700.0,,6,
11213,3074.0,,1,
11214,4847.0,,1,
11215,7440.0,,6,
11216,19820.0,,1,
11217,10262.0,,1,
11218,11750.0,,1,
11219,15531.0,,1,
11220,2477.0,,4,
11221,5941.0,,4,
11222,2773.0,,4,
11223,3197.0,,6,
11224,2656.0,,1,
11225,12350.0,,1,
11226,2873.0,,1,
11227,11590.0,,4,
11228,12412.0,,4,
11229,15841.0,,4,
11230,9612.0,,4,
11231,17885.0,,1,
11232,3210.0,,1,
11233,18194.0,,4,
11234,3686.0,,4,
11235,15802.0,,1,
11236,13521.0,,1,
11237,7511.0,,8,
11238,3392.0,,10,
11239,16405.0,,10,
11240,14359.0,,10,
11241,2436.0,,7,
11242,18425.0,,7,
11243,13712.0,,10,
11244,12751.0,,10,
11245,15603.0,,8,
11246,6162.0,,8,
11247,5863.0,,10,
11248,12887.0,,7,
11249,7289.0,,8,
11250,2526.0,,10,
11251,13411.0,,6,
11252,19006.0,,4,
11253,17012.0,,6,
11254,15887.0,,1,
11255,13436.0,,1,
11256,10472.0,,1,
11257,7742.0,,4,
11258,4422.0,,4,
11259,19376.0,,1,
11260,7966.0,,4,
11261,9398.0,,4,
11262,20532.0,,6,
11263,8473.0,,1,
11264,5022.0,,1,
11265,11905.0,,1,
11266,3560.0,,1,
11267,6679.0,,4,
11268,9972.0,,4,
11269,6565.0,,4,
11270,17332.0,,4,
11271,9120.0,,4,
11272,11652.0,,4,
11273,5982.0,,4,
11274,5755.0,,1,
11275,11516.0,,4,
11276,15449.0,,6,
11277,4855.0,,6,
11278,16067.0,,1,
11279,2996.0,,1,
11280,15746.0,,1,
11281,19134.0,,4,
11282,18134.0,,1,
11283,10416.0,,4,
11284,13914.0,,4,
11285,3992.0,,4,
11286,6067.0,,4,
11287,15978.0,,6,
11288,7340.0,,4,
11289,9943.0,,4,
11290,9500.0,,4,
11291,10573.0,,4,
11292,4363.0,,4,
11293,5643.0,,1,
11294,4480.0,,1,
11295,12166.0,,4,
11296,3390.0,,1,
11297,6090.0,,4,
11298,13588.0,,4,
11299,18920.0,,4,
11300,13098.0,,6,
11301,17545.0,,1,
11302,13173.0,,1,
11303,20393.0,,1,
11304,11060.0,,1,
11305,15658.0,,4,
11306,6569.0,,4,
11307,17232.0,,4,
11308,13892.0,,1,
11309,11837.0,,1,
11310,8059.0,,4,
11311,10634.0,,1,
11312,8443.0,,1,
11313,12824.0,,1,
11314,7316.0,,1,
11315,3165.0,,1,
11316,17567.0,,6,
11317,19474.0,,1,
11318,12090.0,,1,
11319,8869.0,,4,
11320,10675.0,,4,
11321,8078.0,,1,
11322,10780.0,,1,
11323,6205.0,,4,
11324,18495.0,,4,
11325,5887.0,,1,
11326,12845.0,,4,
11327,12429.0,,4,
11328,13353.0,,6,
11329,2731.0,,4,
11330,17961.0,,6,
11331,12526.0,,6,
11332,9820.0,,8,
11333,12230.0,,10,
11334,11435.0,,10,
11335,7551.0,,8,
11336,17116.0,,7,
11337,7701.0,,10,
11338,18341.0,,8,
11339,17934.0,,7,
11340,16870.0,,7,
11341,18181.0,,10,
11342,10772.0,,7,
11343,10977.0,,10,
11344,5432.0,,10,
11345,13748.0,,7,
11346,9801.0,,7,
11347,11160.0,,8,
11348,20395.0,,8,
11349,4543.0,,8,
11350,4840.0,,10,
11351,14384.0,,10,
11352,19484.0,,7,
11353,17884.0,,10,
11354,9822.0,,8,
11355,14813.0,,10,
11356,4274.0,,9,
11357,6416.0,,9,
11358,19727.0,,9,
11359,2917.0,,9,
11360,6819.0,,9,
11361,18498.0,,9,
11362,13039.0,,9,
11363,13323.0,,9,
11364,9381.0,,9,
11365,17557.0,,9,
11366,7583.0,,9,
11367,9186.0,,9,
11368,4235.0,,9,
11369,8939.0,,9,
11370,19778.0,,9,
11371,11293.0,,9,
11372,13938.0,,9,
