ProductID,Name,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,SizeUnitMeasureCode,Weight,DaysToManufacture,ProductLine,Class,Style,ProductSubcategoryID,SellStartDate,SellEndDate,DiscontinuedDate,ProductDescriptionID,CultureID,ProductCategoryID
716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,False,True,Multi,4,3,38.4923,49.99,XL,,,0,S ,,U ,21,2011-05-31,,,1722,th    ,3
716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,False,True,Multi,4,3,38.4923,49.99,XL,,,0,S ,,U ,21,2011-05-31,,,1848,he    ,3
716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,False,True,Multi,4,3,38.4923,49.99,XL,,,0,S ,,U ,21,2011-05-31,,,1975,zh-cht,3
717,"HL Road Frame - Red, 62",FR-R92R-62,True,True,Red,500,375,868.6342,1431.5,62,CM ,2.3,1,R ,H ,U ,14,2011-05-31,,,1090,en    ,2
717,"HL Road Frame - Red, 62",FR-R92R-62,True,True,Red,500,375,868.6342,1431.5,62,CM ,2.3,1,R ,H ,U ,14,2011-05-31,,,1451,ar    ,2
717,"HL Road Frame - Red, 62",FR-R92R-62,True,True,Red,500,375,868.6342,1431.5,62,CM ,2.3,1,R ,H ,U ,14,2011-05-31,,,1573,fr    ,2
717,"HL Road Frame - Red, 62",FR-R92R-62,True,True,Red,500,375,868.6342,1431.5,62,CM ,2.3,1,R ,H ,U ,14,2011-05-31,,,1696,th    ,2
717,"HL Road Frame - Red, 62",FR-R92R-62,True,True,Red,500,375,868.6342,1431.5,62,CM ,2.3,1,R ,H ,U ,14,2011-05-31,,,1827,he    ,2
717,"HL Road Frame - Red, 62",FR-R92R-62,True,True,Red,500,375,868.6342,1431.5,62,CM ,2.3,1,R ,H ,U ,14,2011-05-31,,,1948,zh-cht,2
718,"HL Road Frame - Red, 44",FR-R92R-44,True,True,Red,500,375,868.6342,1431.5,44,CM ,2.12,1,R ,H ,U ,14,2011-05-31,,,1090,en    ,2
718,"HL Road Frame - Red, 44",FR-R92R-44,True,True,Red,500,375,868.6342,1431.5,44,CM ,2.12,1,R ,H ,U ,14,2011-05-31,,,1451,ar    ,2
718,"HL Road Frame - Red, 44",FR-R92R-44,True,True,Red,500,375,868.6342,1431.5,44,CM ,2.12,1,R ,H ,U ,14,2011-05-31,,,1573,fr    ,2
718,"HL Road Frame - Red, 44",FR-R92R-44,True,True,Red,500,375,868.6342,1431.5,44,CM ,2.12,1,R ,H ,U ,14,2011-05-31,,,1696,th    ,2
718,"HL Road Frame - Red, 44",FR-R92R-44,True,True,Red,500,375,868.6342,1431.5,44,CM ,2.12,1,R ,H ,U ,14,2011-05-31,,,1827,he    ,2
718,"HL Road Frame - Red, 44",FR-R92R-44,True,True,Red,500,375,868.6342,1431.5,44,CM ,2.12,1,R ,H ,U ,14,2011-05-31,,,1948,zh-cht,2
719,"HL Road Frame - Red, 48",FR-R92R-48,True,True,Red,500,375,868.6342,1431.5,48,CM ,2.16,1,R ,H ,U ,14,2011-05-31,,,1090,en    ,2
719,"HL Road Frame - Red, 48",FR-R92R-48,True,True,Red,500,375,868.6342,1431.5,48,CM ,2.16,1,R ,H ,U ,14,2011-05-31,,,1451,ar    ,2
719,"HL Road Frame - Red, 48",FR-R92R-48,True,True,Red,500,375,868.6342,1431.5,48,CM ,2.16,1,R ,H ,U ,14,2011-05-31,,,1573,fr    ,2
719,"HL Road Frame - Red, 48",FR-R92R-48,True,True,Red,500,375,868.6342,1431.5,48,CM ,2.16,1,R ,H ,U ,14,2011-05-31,,,1696,th    ,2
719,"HL Road Frame - Red, 48",FR-R92R-48,True,True,Red,500,375,868.6342,1431.5,48,CM ,2.16,1,R ,H ,U ,14,2011-05-31,,,1827,he    ,2
719,"HL Road Frame - Red, 48",FR-R92R-48,True,True,Red,500,375,868.6342,1431.5,48,CM ,2.16,1,R ,H ,U ,14,2011-05-31,,,1948,zh-cht,2
720,"HL Road Frame - Red, 52",FR-R92R-52,True,True,Red,500,375,868.6342,1431.5,52,CM ,2.2,1,R ,H ,U ,14,2011-05-31,,,1090,en    ,2
720,"HL Road Frame - Red, 52",FR-R92R-52,True,True,Red,500,375,868.6342,1431.5,52,CM ,2.2,1,R ,H ,U ,14,2011-05-31,,,1451,ar    ,2
720,"HL Road Frame - Red, 52",FR-R92R-52,True,True,Red,500,375,868.6342,1431.5,52,CM ,2.2,1,R ,H ,U ,14,2011-05-31,,,1573,fr    ,2
720,"HL Road Frame - Red, 52",FR-R92R-52,True,True,Red,500,375,868.6342,1431.5,52,CM ,2.2,1,R ,H ,U ,14,2011-05-31,,,1696,th    ,2
720,"HL Road Frame - Red, 52",FR-R92R-52,True,True,Red,500,375,868.6342,1431.5,52,CM ,2.2,1,R ,H ,U ,14,2011-05-31,,,1827,he    ,2
720,"HL Road Frame - Red, 52",FR-R92R-52,True,True,Red,500,375,868.6342,1431.5,52,CM ,2.2,1,R ,H ,U ,14,2011-05-31,,,1948,zh-cht,2
721,"HL Road Frame - Red, 56",FR-R92R-56,True,True,Red,500,375,868.6342,1431.5,56,CM ,2.24,1,R ,H ,U ,14,2011-05-31,,,1090,en    ,2
721,"HL Road Frame - Red, 56",FR-R92R-56,True,True,Red,500,375,868.6342,1431.5,56,CM ,2.24,1,R ,H ,U ,14,2011-05-31,,,1451,ar    ,2
721,"HL Road Frame - Red, 56",FR-R92R-56,True,True,Red,500,375,868.6342,1431.5,56,CM ,2.24,1,R ,H ,U ,14,2011-05-31,,,1573,fr    ,2
721,"HL Road Frame - Red, 56",FR-R92R-56,True,True,Red,500,375,868.6342,1431.5,56,CM ,2.24,1,R ,H ,U ,14,2011-05-31,,,1696,th    ,2
721,"HL Road Frame - Red, 56",FR-R92R-56,True,True,Red,500,375,868.6342,1431.5,56,CM ,2.24,1,R ,H ,U ,14,2011-05-31,,,1827,he    ,2
721,"HL Road Frame - Red, 56",FR-R92R-56,True,True,Red,500,375,868.6342,1431.5,56,CM ,2.24,1,R ,H ,U ,14,2011-05-31,,,1948,zh-cht,2
722,"LL Road Frame - Black, 58",FR-R38B-58,True,True,Black,500,375,204.6251,337.22,58,CM ,2.46,1,R ,L ,U ,14,2011-05-31,,,1020,en    ,2
722,"LL Road Frame - Black, 58",FR-R38B-58,True,True,Black,500,375,204.6251,337.22,58,CM ,2.46,1,R ,L ,U ,14,2011-05-31,,,1449,ar    ,2
722,"LL Road Frame - Black, 58",FR-R38B-58,True,True,Black,500,375,204.6251,337.22,58,CM ,2.46,1,R ,L ,U ,14,2011-05-31,,,1571,fr    ,2
722,"LL Road Frame - Black, 58",FR-R38B-58,True,True,Black,500,375,204.6251,337.22,58,CM ,2.46,1,R ,L ,U ,14,2011-05-31,,,1694,th    ,2
722,"LL Road Frame - Black, 58",FR-R38B-58,True,True,Black,500,375,204.6251,337.22,58,CM ,2.46,1,R ,L ,U ,14,2011-05-31,,,1825,he    ,2
722,"LL Road Frame - Black, 58",FR-R38B-58,True,True,Black,500,375,204.6251,337.22,58,CM ,2.46,1,R ,L ,U ,14,2011-05-31,,,1946,zh-cht,2
723,"LL Road Frame - Black, 60",FR-R38B-60,True,True,Black,500,375,204.6251,337.22,60,CM ,2.48,1,R ,L ,U ,14,2011-05-31,,,1020,en    ,2
723,"LL Road Frame - Black, 60",FR-R38B-60,True,True,Black,500,375,204.6251,337.22,60,CM ,2.48,1,R ,L ,U ,14,2011-05-31,,,1449,ar    ,2
723,"LL Road Frame - Black, 60",FR-R38B-60,True,True,Black,500,375,204.6251,337.22,60,CM ,2.48,1,R ,L ,U ,14,2011-05-31,,,1571,fr    ,2
723,"LL Road Frame - Black, 60",FR-R38B-60,True,True,Black,500,375,204.6251,337.22,60,CM ,2.48,1,R ,L ,U ,14,2011-05-31,,,1694,th    ,2
723,"LL Road Frame - Black, 60",FR-R38B-60,True,True,Black,500,375,204.6251,337.22,60,CM ,2.48,1,R ,L ,U ,14,2011-05-31,,,1825,he    ,2
723,"LL Road Frame - Black, 60",FR-R38B-60,True,True,Black,500,375,204.6251,337.22,60,CM ,2.48,1,R ,L ,U ,14,2011-05-31,,,1946,zh-cht,2
724,"LL Road Frame - Black, 62",FR-R38B-62,True,True,Black,500,375,204.6251,337.22,62,CM ,2.5,1,R ,L ,U ,14,2011-05-31,,,1020,en    ,2
724,"LL Road Frame - Black, 62",FR-R38B-62,True,True,Black,500,375,204.6251,337.22,62,CM ,2.5,1,R ,L ,U ,14,2011-05-31,,,1449,ar    ,2
724,"LL Road Frame - Black, 62",FR-R38B-62,True,True,Black,500,375,204.6251,337.22,62,CM ,2.5,1,R ,L ,U ,14,2011-05-31,,,1571,fr    ,2
724,"LL Road Frame - Black, 62",FR-R38B-62,True,True,Black,500,375,204.6251,337.22,62,CM ,2.5,1,R ,L ,U ,14,2011-05-31,,,1694,th    ,2
724,"LL Road Frame - Black, 62",FR-R38B-62,True,True,Black,500,375,204.6251,337.22,62,CM ,2.5,1,R ,L ,U ,14,2011-05-31,,,1825,he    ,2
724,"LL Road Frame - Black, 62",FR-R38B-62,True,True,Black,500,375,204.6251,337.22,62,CM ,2.5,1,R ,L ,U ,14,2011-05-31,,,1946,zh-cht,2
725,"LL Road Frame - Red, 44",FR-R38R-44,True,True,Red,500,375,187.1571,337.22,44,CM ,2.32,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1020,en    ,2
725,"LL Road Frame - Red, 44",FR-R38R-44,True,True,Red,500,375,187.1571,337.22,44,CM ,2.32,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1449,ar    ,2
725,"LL Road Frame - Red, 44",FR-R38R-44,True,True,Red,500,375,187.1571,337.22,44,CM ,2.32,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1571,fr    ,2
725,"LL Road Frame - Red, 44",FR-R38R-44,True,True,Red,500,375,187.1571,337.22,44,CM ,2.32,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1694,th    ,2
725,"LL Road Frame - Red, 44",FR-R38R-44,True,True,Red,500,375,187.1571,337.22,44,CM ,2.32,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1825,he    ,2
725,"LL Road Frame - Red, 44",FR-R38R-44,True,True,Red,500,375,187.1571,337.22,44,CM ,2.32,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1946,zh-cht,2
726,"LL Road Frame - Red, 48",FR-R38R-48,True,True,Red,500,375,187.1571,337.22,48,CM ,2.36,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1020,en    ,2
726,"LL Road Frame - Red, 48",FR-R38R-48,True,True,Red,500,375,187.1571,337.22,48,CM ,2.36,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1449,ar    ,2
726,"LL Road Frame - Red, 48",FR-R38R-48,True,True,Red,500,375,187.1571,337.22,48,CM ,2.36,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1571,fr    ,2
726,"LL Road Frame - Red, 48",FR-R38R-48,True,True,Red,500,375,187.1571,337.22,48,CM ,2.36,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1694,th    ,2
726,"LL Road Frame - Red, 48",FR-R38R-48,True,True,Red,500,375,187.1571,337.22,48,CM ,2.36,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1825,he    ,2
726,"LL Road Frame - Red, 48",FR-R38R-48,True,True,Red,500,375,187.1571,337.22,48,CM ,2.36,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1946,zh-cht,2
727,"LL Road Frame - Red, 52",FR-R38R-52,True,True,Red,500,375,187.1571,337.22,52,CM ,2.4,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1020,en    ,2
727,"LL Road Frame - Red, 52",FR-R38R-52,True,True,Red,500,375,187.1571,337.22,52,CM ,2.4,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1449,ar    ,2
727,"LL Road Frame - Red, 52",FR-R38R-52,True,True,Red,500,375,187.1571,337.22,52,CM ,2.4,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1571,fr    ,2
727,"LL Road Frame - Red, 52",FR-R38R-52,True,True,Red,500,375,187.1571,337.22,52,CM ,2.4,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1694,th    ,2
727,"LL Road Frame - Red, 52",FR-R38R-52,True,True,Red,500,375,187.1571,337.22,52,CM ,2.4,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1825,he    ,2
727,"LL Road Frame - Red, 52",FR-R38R-52,True,True,Red,500,375,187.1571,337.22,52,CM ,2.4,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1946,zh-cht,2
728,"LL Road Frame - Red, 58",FR-R38R-58,True,True,Red,500,375,187.1571,337.22,58,CM ,2.46,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1020,en    ,2
728,"LL Road Frame - Red, 58",FR-R38R-58,True,True,Red,500,375,187.1571,337.22,58,CM ,2.46,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1449,ar    ,2
728,"LL Road Frame - Red, 58",FR-R38R-58,True,True,Red,500,375,187.1571,337.22,58,CM ,2.46,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1571,fr    ,2
728,"LL Road Frame - Red, 58",FR-R38R-58,True,True,Red,500,375,187.1571,337.22,58,CM ,2.46,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1694,th    ,2
728,"LL Road Frame - Red, 58",FR-R38R-58,True,True,Red,500,375,187.1571,337.22,58,CM ,2.46,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1825,he    ,2
728,"LL Road Frame - Red, 58",FR-R38R-58,True,True,Red,500,375,187.1571,337.22,58,CM ,2.46,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1946,zh-cht,2
729,"LL Road Frame - Red, 60",FR-R38R-60,True,True,Red,500,375,187.1571,337.22,60,CM ,2.48,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1020,en    ,2
729,"LL Road Frame - Red, 60",FR-R38R-60,True,True,Red,500,375,187.1571,337.22,60,CM ,2.48,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1449,ar    ,2
729,"LL Road Frame - Red, 60",FR-R38R-60,True,True,Red,500,375,187.1571,337.22,60,CM ,2.48,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1571,fr    ,2
729,"LL Road Frame - Red, 60",FR-R38R-60,True,True,Red,500,375,187.1571,337.22,60,CM ,2.48,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1694,th    ,2
729,"LL Road Frame - Red, 60",FR-R38R-60,True,True,Red,500,375,187.1571,337.22,60,CM ,2.48,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1825,he    ,2
729,"LL Road Frame - Red, 60",FR-R38R-60,True,True,Red,500,375,187.1571,337.22,60,CM ,2.48,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1946,zh-cht,2
730,"LL Road Frame - Red, 62",FR-R38R-62,True,True,Red,500,375,187.1571,337.22,62,CM ,2.5,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1020,en    ,2
730,"LL Road Frame - Red, 62",FR-R38R-62,True,True,Red,500,375,187.1571,337.22,62,CM ,2.5,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1449,ar    ,2
730,"LL Road Frame - Red, 62",FR-R38R-62,True,True,Red,500,375,187.1571,337.22,62,CM ,2.5,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1571,fr    ,2
730,"LL Road Frame - Red, 62",FR-R38R-62,True,True,Red,500,375,187.1571,337.22,62,CM ,2.5,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1694,th    ,2
730,"LL Road Frame - Red, 62",FR-R38R-62,True,True,Red,500,375,187.1571,337.22,62,CM ,2.5,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1825,he    ,2
730,"LL Road Frame - Red, 62",FR-R38R-62,True,True,Red,500,375,187.1571,337.22,62,CM ,2.5,1,R ,L ,U ,14,2011-05-31,2013-05-29,,1946,zh-cht,2
731,"ML Road Frame - Red, 44",FR-R72R-44,True,True,Red,500,375,352.1394,594.83,44,CM ,2.22,1,R ,M ,U ,14,2011-05-31,2012-05-29,,1062,en    ,2
