ProductID,Name,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,SizeUnitMeasureCode,Weight,WeightUnitMeasureCode,DaysToManufacture,ProductLine,Class,Style,ProductSubcategoryID,SellStartDate,SellEndDate,DiscontinuedDate
329,Road End Caps,EC-R098,True,False,,1000,750,0.0,0.0,,,,,1,,,,,2008-04-30,,
330,Touring End Caps,EC-T209,True,False,,1000,750,0.0,0.0,,,,,1,,,,,2008-04-30,,
331,Fork End,FE-3760,True,False,,800,600,0.0,0.0,,,,,1,,,,,2008-04-30,,
332,Freewheel,FH-2981,False,False,Silver,500,375,0.0,0.0,,,,,0,,,,,2008-04-30,,
341,Flat Washer 1,FW-1000,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
342,Flat Washer 6,FW-1200,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
343,Flat Washer 2,FW-1400,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
344,Flat Washer 9,FW-3400,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
345,Flat Washer 4,FW-3800,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
346,Flat Washer 3,FW-5160,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
347,Flat Washer 8,FW-5800,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
348,Flat Washer 5,FW-7160,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
349,Flat Washer 7,FW-9160,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
350,Fork Crown,FC-3654,True,False,,800,600,0.0,0.0,,,,,1,,,,,2008-04-30,,
351,Front Derailleur Cage,FC-3982,False,False,Silver,800,600,0.0,0.0,,,,,0,,,,,2008-04-30,,
352,Front Derailleur Linkage,FL-2301,False,False,Silver,800,600,0.0,0.0,,,,,0,,,,,2008-04-30,,
355,Guide Pulley,GP-0982,False,False,,800,600,0.0,0.0,,,,,0,,,,,2008-04-30,,
356,LL Grip Tape,GT-0820,False,False,,800,600,0.0,0.0,,,,,0,,L ,,,2008-04-30,,
357,ML Grip Tape,GT-1209,False,False,,800,600,0.0,0.0,,,,,0,,M ,,,2008-04-30,,
358,HL Grip Tape,GT-2908,False,False,,800,600,0.0,0.0,,,,,0,,,,,2008-04-30,,
359,Thin-Jam Hex Nut 9,HJ-1213,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
360,Thin-Jam Hex Nut 10,HJ-1220,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
361,Thin-Jam Hex Nut 1,HJ-1420,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
362,Thin-Jam Hex Nut 2,HJ-1428,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
363,Thin-Jam Hex Nut 15,HJ-3410,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
364,Thin-Jam Hex Nut 16,HJ-3416,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
365,Thin-Jam Hex Nut 5,HJ-3816,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
366,Thin-Jam Hex Nut 6,HJ-3824,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
367,Thin-Jam Hex Nut 3,HJ-5161,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
368,Thin-Jam Hex Nut 4,HJ-5162,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
369,Thin-Jam Hex Nut 13,HJ-5811,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
370,Thin-Jam Hex Nut 14,HJ-5818,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
371,Thin-Jam Hex Nut 7,HJ-7161,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
372,Thin-Jam Hex Nut 8,HJ-7162,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
373,Thin-Jam Hex Nut 12,HJ-9080,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
374,Thin-Jam Hex Nut 11,HJ-9161,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
375,Hex Nut 5,HN-1024,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
376,Hex Nut 6,HN-1032,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
377,Hex Nut 16,HN-1213,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
378,Hex Nut 17,HN-1220,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
379,Hex Nut 7,HN-1224,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
380,Hex Nut 8,HN-1420,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
381,Hex Nut 9,HN-1428,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
382,Hex Nut 22,HN-3410,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
383,Hex Nut 23,HN-3416,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
384,Hex Nut 12,HN-3816,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
385,Hex Nut 13,HN-3824,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
386,Hex Nut 1,HN-4402,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
387,Hex Nut 10,HN-5161,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
388,Hex Nut 11,HN-5162,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
389,Hex Nut 2,HN-5400,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
390,Hex Nut 20,HN-5811,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
391,Hex Nut 21,HN-5818,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
392,Hex Nut 3,HN-6320,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
393,Hex Nut 14,HN-7161,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
394,Hex Nut 15,HN-7162,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
395,Hex Nut 4,HN-8320,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
396,Hex Nut 18,HN-9161,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
397,Hex Nut 19,HN-9168,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
398,Handlebar Tube,HT-2981,True,False,,800,600,0.0,0.0,,,,,1,,,,,2008-04-30,,
399,Head Tube,HT-8019,True,False,,800,600,0.0,0.0,,,,,1,,,,,2008-04-30,,
400,LL Hub,HU-6280,True,False,,500,375,0.0,0.0,,,,,1,,L ,,,2008-04-30,,
401,HL Hub,HU-8998,True,False,,500,375,0.0,0.0,,,,,1,,,,,2008-04-30,,
402,Keyed Washer,KW-4091,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
403,External Lock Washer 3,LE-1000,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
404,External Lock Washer 4,LE-1200,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
405,External Lock Washer 9,LE-1201,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
406,External Lock Washer 5,LE-1400,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
407,External Lock Washer 7,LE-3800,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
408,External Lock Washer 6,LE-5160,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
409,External Lock Washer 1,LE-6000,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
410,External Lock Washer 8,LE-7160,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
411,External Lock Washer 2,LE-8000,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
412,Internal Lock Washer 3,LI-1000,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
413,Internal Lock Washer 4,LI-1200,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
414,Internal Lock Washer 9,LI-1201,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
415,Internal Lock Washer 5,LI-1400,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
416,Internal Lock Washer 7,LI-3800,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
417,Internal Lock Washer 6,LI-5160,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
418,Internal Lock Washer 10,LI-5800,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
419,Internal Lock Washer 1,LI-6000,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
420,Internal Lock Washer 8,LI-7160,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
421,Internal Lock Washer 2,LI-8000,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
422,Thin-Jam Lock Nut 9,LJ-1213,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
423,Thin-Jam Lock Nut 10,LJ-1220,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
424,Thin-Jam Lock Nut 1,LJ-1420,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
425,Thin-Jam Lock Nut 2,LJ-1428,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
426,Thin-Jam Lock Nut 15,LJ-3410,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
427,Thin-Jam Lock Nut 16,LJ-3416,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
428,Thin-Jam Lock Nut 5,LJ-3816,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
429,Thin-Jam Lock Nut 6,LJ-3824,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
430,Thin-Jam Lock Nut 3,LJ-5161,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
431,Thin-Jam Lock Nut 4,LJ-5162,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
432,Thin-Jam Lock Nut 13,LJ-5811,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
433,Thin-Jam Lock Nut 14,LJ-5818,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
434,Thin-Jam Lock Nut 7,LJ-7161,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
435,Thin-Jam Lock Nut 8,LJ-7162,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
436,Thin-Jam Lock Nut 12,LJ-9080,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
437,Thin-Jam Lock Nut 11,LJ-9161,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
438,Lock Nut 5,LN-1024,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
439,Lock Nut 6,LN-1032,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
440,Lock Nut 16,LN-1213,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
441,Lock Nut 17,LN-1220,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
442,Lock Nut 7,LN-1224,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
443,Lock Nut 8,LN-1420,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
444,Lock Nut 9,LN-1428,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
445,Lock Nut 22,LN-3410,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
446,Lock Nut 23,LN-3416,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
447,Lock Nut 12,LN-3816,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
448,Lock Nut 13,LN-3824,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
449,Lock Nut 1,LN-4400,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
450,Lock Nut 10,LN-5161,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
451,Lock Nut 11,LN-5162,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
452,Lock Nut 2,LN-5400,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
453,Lock Nut 20,LN-5811,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
454,Lock Nut 21,LN-5818,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
455,Lock Nut 3,LN-6320,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
456,Lock Nut 14,LN-7161,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
457,Lock Nut 15,LN-7162,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
458,Lock Nut 4,LN-8320,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
459,Lock Nut 19,LN-9080,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
460,Lock Nut 18,LN-9161,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
461,Lock Ring,LR-2398,False,False,Silver,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
462,Lower Head Race,LR-8520,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
463,Lock Washer 4,LW-1000,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
464,Lock Washer 5,LW-1200,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
465,Lock Washer 10,LW-1201,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
466,Lock Washer 6,LW-1400,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
467,Lock Washer 13,LW-3400,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
468,Lock Washer 8,LW-3800,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
469,Lock Washer 1,LW-4000,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
470,Lock Washer 7,LW-5160,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
471,Lock Washer 12,LW-5800,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
472,Lock Washer 2,LW-6000,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
473,Lock Washer 9,LW-7160,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
474,Lock Washer 3,LW-8000,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
475,Lock Washer 11,LW-9160,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
476,Metal Angle,MA-7075,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
477,Metal Bar 1,MB-2024,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
478,Metal Bar 2,MB-6061,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
479,Metal Plate 2,MP-2066,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
480,Metal Plate 1,MP-2503,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
481,Metal Plate 3,MP-4960,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
482,Metal Sheet 2,MS-0253,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
483,Metal Sheet 3,MS-1256,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
484,Metal Sheet 7,MS-1981,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
485,Metal Sheet 4,MS-2259,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
486,Metal Sheet 5,MS-2341,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
487,Metal Sheet 6,MS-2348,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
488,Metal Sheet 1,MS-6061,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
489,Metal Tread Plate,MT-1000,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
490,LL Nipple,NI-4127,False,False,,1000,750,0.0,0.0,,,,,0,,L ,,,2008-04-30,,
491,HL Nipple,NI-9522,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
492,Paint - Black,PA-187B,False,False,,60,45,0.0,0.0,,,,,0,,,,,2008-04-30,,
493,Paint - Red,PA-361R,False,False,,60,45,0.0,0.0,,,,,0,,,,,2008-04-30,,
494,Paint - Silver,PA-529S,False,False,,60,45,0.0,0.0,,,,,0,,,,,2008-04-30,,
495,Paint - Blue,PA-632U,False,False,,60,45,0.0,0.0,,,,,0,,,,,2008-04-30,,
496,Paint - Yellow,PA-823Y,False,False,,60,45,0.0,0.0,,,,,0,,,,,2008-04-30,,
497,Pinch Bolt,PB-6109,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
504,Cup-Shaped Race,RA-2345,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
505,Cone-Shaped Race,RA-7490,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
506,Reflector,RF-9198,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
507,LL Mountain Rim,RM-M464,False,False,,800,600,0.0,0.0,,,435.0,G  ,0,,L ,,,2008-04-30,,
508,ML Mountain Rim,RM-M692,False,False,,800,600,0.0,0.0,,,450.0,G  ,0,,M ,,,2008-04-30,,
509,HL Mountain Rim,RM-M823,False,False,,800,600,0.0,0.0,,,400.0,G  ,0,,,,,2008-04-30,,
510,LL Road Rim,RM-R436,False,False,,800,600,0.0,0.0,,,445.0,G  ,0,,L ,,,2008-04-30,,
511,ML Road Rim,RM-R600,False,False,,800,600,0.0,0.0,,,450.0,G  ,0,,M ,,,2008-04-30,,
512,HL Road Rim,RM-R800,False,False,,800,600,0.0,0.0,,,400.0,G  ,0,,,,,2008-04-30,,
513,Touring Rim,RM-T801,False,False,,800,600,0.0,0.0,,,460.0,G  ,0,,,,,2008-04-30,,
514,LL Mountain Seat Assembly,SA-M198,True,False,,500,375,98.77,133.34,,,,,1,,L ,,,2008-04-30,,
515,ML Mountain Seat Assembly,SA-M237,True,False,,500,375,108.99,147.14,,,,,1,,M ,,,2008-04-30,,
516,HL Mountain Seat Assembly,SA-M687,True,False,,500,375,145.87,196.92,,,,,1,,,,,2008-04-30,,
517,LL Road Seat Assembly,SA-R127,True,False,,500,375,98.77,133.34,,,,,1,,L ,,,2008-04-30,,
518,ML Road Seat Assembly,SA-R430,True,False,,500,375,108.99,147.14,,,,,1,,M ,,,2008-04-30,,
519,HL Road Seat Assembly,SA-R522,True,False,,500,375,145.87,196.92,,,,,1,,,,,2008-04-30,,
520,LL Touring Seat Assembly,SA-T467,True,False,,500,375,98.77,133.34,,,,,1,,L ,,,2008-04-30,,
521,ML Touring Seat Assembly,SA-T612,True,False,,500,375,108.99,147.14,,,,,1,,M ,,,2008-04-30,,
522,HL Touring Seat Assembly,SA-T872,True,False,,500,375,145.87,196.92,,,,,1,,,,,2008-04-30,,
523,LL Spindle/Axle,SD-2342,False,False,,500,375,0.0,0.0,,,,,0,,L ,,,2008-04-30,,
524,HL Spindle/Axle,SD-9872,False,False,,500,375,0.0,0.0,,,,,0,,,,,2008-04-30,,
525,LL Shell,SH-4562,False,False,,800,600,0.0,0.0,,,,,0,,L ,,,2008-04-30,,
526,HL Shell,SH-9312,False,False,,800,600,0.0,0.0,,,,,0,,,,,2008-04-30,,
527,Spokes,SK-9283,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
528,Seat Lug,SL-0931,False,False,,1000,750,0.0,0.0,,,,,0,,,,,2008-04-30,,
529,Stem,SM-9087,True,False,,500,375,0.0,0.0,,,,,1,,,,,2008-04-30,,
530,Seat Post,SP-2981,False,False,,500,375,0.0,0.0,,,,,0,,,,,2008-04-30,,
531,Steerer,SR-2098,True,False,,500,375,0.0,0.0,,,,,1,,,,,2008-04-30,,
532,Seat Stays,SS-2985,True,False,,800,600,0.0,0.0,,,,,1,,,,,2008-04-30,,
533,Seat Tube,ST-9828,True,False,,500,375,0.0,0.0,,,,,1,,,,,2008-04-30,,
534,Top Tube,TO-2301,True,False,,500,375,0.0,0.0,,,,,1,,,,,2008-04-30,,
535,Tension Pulley,TP-0923,False,False,,800,600,0.0,0.0,,,,,0,,,,,2008-04-30,,
679,Rear Derailleur Cage,RC-0291,False,False,Silver,500,375,0.0,0.0,,,,,0,,,,,2008-04-30,,
680,"HL Road Frame - Black, 58",FR-R92B-58,True,True,Black,500,375,1059.31,1431.5,58,CM ,2.24,LB ,1,R ,H ,U ,14.0,2008-04-30,,
706,"HL Road Frame - Red, 58",FR-R92R-58,True,True,Red,500,375,1059.31,1431.5,58,CM ,2.24,LB ,1,R ,H ,U ,14.0,2008-04-30,,
707,"Sport-100 Helmet, Red",HL-U509-R,False,True,Red,4,3,13.0863,34.99,,,,,0,S ,,,31.0,2011-05-31,,
708,"Sport-100 Helmet, Black",HL-U509,False,True,Black,4,3,13.0863,34.99,,,,,0,S ,,,31.0,2011-05-31,,
709,"Mountain Bike Socks, M",SO-B909-M,False,True,White,4,3,3.3963,9.5,M,,,,0,M ,,U ,23.0,2011-05-31,2012-05-29,
710,"Mountain Bike Socks, L",SO-B909-L,False,True,White,4,3,3.3963,9.5,L,,,,0,M ,,U ,23.0,2011-05-31,2012-05-29,
711,"Sport-100 Helmet, Blue",HL-U509-B,False,True,Blue,4,3,13.0863,34.99,,,,,0,S ,,,31.0,2011-05-31,,
712,AWC Logo Cap,CA-1098,False,True,Multi,4,3,6.9223,8.99,,,,,0,S ,,U ,19.0,2011-05-31,,
713,"Long-Sleeve Logo Jersey, S",LJ-0192-S,False,True,Multi,4,3,38.4923,49.99,S,,,,0,S ,,U ,21.0,2011-05-31,,
714,"Long-Sleeve Logo Jersey, M",LJ-0192-M,False,True,Multi,4,3,38.4923,49.99,M,,,,0,S ,,U ,21.0,2011-05-31,,
715,"Long-Sleeve Logo Jersey, L",LJ-0192-L,False,True,Multi,4,3,38.4923,49.99,L,,,,0,S ,,U ,21.0,2011-05-31,,
716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,False,True,Multi,4,3,38.4923,49.99,XL,,,,0,S ,,U ,21.0,2011-05-31,,
717,"HL Road Frame - Red, 62",FR-R92R-62,True,True,Red,500,375,868.6342,1431.5,62,CM ,2.3,LB ,1,R ,H ,U ,14.0,2011-05-31,,
718,"HL Road Frame - Red, 44",FR-R92R-44,True,True,Red,500,375,868.6342,1431.5,44,CM ,2.12,LB ,1,R ,H ,U ,14.0,2011-05-31,,
719,"HL Road Frame - Red, 48",FR-R92R-48,True,True,Red,500,375,868.6342,1431.5,48,CM ,2.16,LB ,1,R ,H ,U ,14.0,2011-05-31,,
720,"HL Road Frame - Red, 52",FR-R92R-52,True,True,Red,500,375,868.6342,1431.5,52,CM ,2.2,LB ,1,R ,H ,U ,14.0,2011-05-31,,
721,"HL Road Frame - Red, 56",FR-R92R-56,True,True,Red,500,375,868.6342,1431.5,56,CM ,2.24,LB ,1,R ,H ,U ,14.0,2011-05-31,,
722,"LL Road Frame - Black, 58",FR-R38B-58,True,True,Black,500,375,204.6251,337.22,58,CM ,2.46,LB ,1,R ,L ,U ,14.0,2011-05-31,,
723,"LL Road Frame - Black, 60",FR-R38B-60,True,True,Black,500,375,204.6251,337.22,60,CM ,2.48,LB ,1,R ,L ,U ,14.0,2011-05-31,,
724,"LL Road Frame - Black, 62",FR-R38B-62,True,True,Black,500,375,204.6251,337.22,62,CM ,2.5,LB ,1,R ,L ,U ,14.0,2011-05-31,,
725,"LL Road Frame - Red, 44",FR-R38R-44,True,True,Red,500,375,187.1571,337.22,44,CM ,2.32,LB ,1,R ,L ,U ,14.0,2011-05-31,2013-05-29,
726,"LL Road Frame - Red, 48",FR-R38R-48,True,True,Red,500,375,187.1571,337.22,48,CM ,2.36,LB ,1,R ,L ,U ,14.0,2011-05-31,2013-05-29,
727,"LL Road Frame - Red, 52",FR-R38R-52,True,True,Red,500,375,187.1571,337.22,52,CM ,2.4,LB ,1,R ,L ,U ,14.0,2011-05-31,2013-05-29,
728,"LL Road Frame - Red, 58",FR-R38R-58,True,True,Red,500,375,187.1571,337.22,58,CM ,2.46,LB ,1,R ,L ,U ,14.0,2011-05-31,2013-05-29,
729,"LL Road Frame - Red, 60",FR-R38R-60,True,True,Red,500,375,187.1571,337.22,60,CM ,2.48,LB ,1,R ,L ,U ,14.0,2011-05-31,2013-05-29,
